#Sender	Recipient	time
43	42	1270126081
48	19	1270126095
48	47	1270126119
89	19	1270126236
85	19	1270126247
84	19	1270126302
83	29	1270126701
79	43	1270126712
38	80	1270126733
115	98	1270126823
67	14	1270127045
67	14	1270127080
67	66	1270127080
67	9	1270127080
67	3	1270127098
67	3	1270127113
1	38	1270127145
14	13	1270127171
32	30	1270127208
38	1	1270127264
76	69	1270127344
69	76	1270127344
13	14	1270127354
13	14	1270127366
8	3	1270127401
14	13	1270127418
14	13	1270127441
32	30	1270127836
4	106	1270127896
76	13	1270127915
75	50	1270127928
115	67	1270128061
51	35	1270128084
51	8	1270128084
51	3	1270128084
3	51	1270128099
26	66	1270128190
88	61	1270128215
88	96	1270128215
88	12	1270128215
24	81	1270128407
115	67	1270128523
88	75	1270128570
88	89	1270128595
88	70	1270128619
70	50	1270128816
88	21	1270128885
21	10	1270129141
13	14	1270129338
13	14	1270129435
14	13	1270129446
32	7	1270129891
10	21	1270129932
10	7	1270129984
50	75	1270130322
38	65	1270130504
38	14	1270130504
94	29	1270130512
42	43	1270130515
42	43	1270130517
94	14	1270130536
94	98	1270130543
74	9	1270130884
74	14	1270130884
74	65	1270130884
74	72	1270130884
42	115	1270131244
42	70	1270131244
42	31	1270131244
42	45	1270131244
42	10	1270131244
42	94	1270131244
42	43	1270131244
42	63	1270131244
42	27	1270131244
42	93	1270131244
42	22	1270131244
42	44	1270131244
42	59	1270131244
42	98	1270131244
42	18	1270131244
42	58	1270131244
42	95	1270131244
42	14	1270131244
42	20	1270131244
42	7	1270131244
42	33	1270131244
42	104	1270131244
42	151	1270131244
42	2	1270131244
42	91	1270131244
42	80	1270131244
42	21	1270131244
42	112	1270131244
42	90	1270131244
42	113	1270131244
32	7	1270131280
32	104	1270131280
8	51	1270131483
104	7	1270131634
24	8	1270131739
32	104	1270131756
32	7	1270131756
7	32	1270131835
47	7	1270131966
7	47	1270132000
42	29	1270132002
42	33	1270132002
42	15	1270132002
42	20	1270132002
42	3	1270132002
42	39	1270132002
3	42	1270132016
104	32	1270132108
29	42	1270132121
61	15	1270132122
3	20	1270132198
3	8	1270132198
3	13	1270132198
29	42	1270132200
71	74	1270132347
55	4	1270132456
39	42	1270132776
8	24	1270132876
8	3	1270132885
7	19	1270133001
7	10	1270133005
38	9	1270133056
74	5	1270133069
76	13	1270133135
48	29	1270135176
76	84	1270136046
86	23	1270136184
86	19	1270136213
86	69	1270136424
86	48	1270136424
86	56	1270136424
86	68	1270136424
86	47	1270136424
86	40	1270136424
86	75	1270136424
86	70	1270136424
86	88	1270136424
86	89	1270136424
86	18	1270136424
86	84	1270136424
86	85	1270136424
86	13	1270136424
86	49	1270136424
86	82	1270136424
86	76	1270136424
86	19	1270136424
86	57	1270136424
86	93	1270136426
86	101	1270136426
86	27	1270136426
68	86	1270136426
86	50	1270136473
86	53	1270136473
86	149	1270136553
86	90	1270136609
50	86	1270136776
86	50	1270136902
59	42	1270139574
57	29	1270140127
1	5	1270160068
1	6	1270160068
1	7	1270160068
1	2	1270160068
1	3	1270160068
1	8	1270160068
1	9	1270160068
1	10	1270160068
1	11	1270160068
1	12	1270160068
1	65	1270160068
1	13	1270160068
1	14	1270160068
1	15	1270160068
1	4	1270160068
1	16	1270160068
1	17	1270160068
1	38	1270160154
13	3	1270186207
13	40	1270187464
13	65	1270187464
13	17	1270187464
13	3	1270187464
13	8	1270187464
96	15	1270189316
96	61	1270189316
96	12	1270189316
33	42	1270189518
4	65	1270189563
4	17	1270189680
33	42	1270189968
94	56	1270190619
94	69	1270190619
94	86	1270190619
94	76	1270190619
94	84	1270190619
86	94	1270190620
69	94	1270190621
94	14	1270190805
94	65	1270190805
94	9	1270190805
8	13	1270190884
71	73	1270191541
46	98	1270191814
19	7	1270191932
42	33	1270192324
42	80	1270192351
42	29	1270192389
42	80	1270192403
100	7	1270192725
20	3	1270192750
20	42	1270192854
5	74	1270192948
71	72	1270193026
71	5	1270193026
71	15	1270193026
71	73	1270193026
103	52	1270193029
17	13	1270193032
103	105	1270193093
17	4	1270193097
20	13	1270193465
20	42	1270193465
20	8	1270193465
42	20	1270193491
42	80	1270193527
13	20	1270193536
8	20	1270193784
4	13	1270194025
13	4	1270194179
13	8	1270194179
13	40	1270194179
13	3	1270194179
32	23	1270194199
23	32	1270194437
23	8	1270194437
23	2	1270194437
23	46	1270194437
23	70	1270194437
23	87	1270194437
23	43	1270194437
23	47	1270194437
23	93	1270194437
23	30	1270194437
23	85	1270194437
23	52	1270194437
23	81	1270194437
23	18	1270194437
23	56	1270194437
23	39	1270194437
23	75	1270194437
23	42	1270194437
23	36	1270194437
23	103	1270194437
23	128	1270194437
23	31	1270194437
23	118	1270194437
23	73	1270194437
23	130	1270194437
23	109	1270194437
23	13	1270194437
23	28	1270194437
23	15	1270194437
23	20	1270194437
23	26	1270194437
23	7	1270194437
23	34	1270194437
23	149	1270194437
23	5	1270194437
23	51	1270194437
23	4	1270194437
23	68	1270194437
23	63	1270194437
23	10	1270194437
23	113	1270194437
68	23	1270194440
23	32	1270194473
32	23	1270194589
13	23	1270194618
46	23	1270194652
113	23	1270194803
46	23	1270194825
51	23	1270194849
8	23	1270194883
52	23	1270194941
46	29	1270194965
39	23	1270194970
2	23	1270195024
46	58	1270195029
46	98	1270195213
42	23	1270195333
5	71	1270195474
5	72	1270195474
5	73	1270195474
5	74	1270195474
5	11	1270195474
47	48	1270195547
11	5	1270195550
11	5	1270195599
50	70	1270195640
94	2	1270195645
2	94	1270195677
98	46	1270195760
10	23	1270195792
25	32	1270195819
98	95	1270195824
74	104	1270195845
56	23	1270195892
56	94	1270195901
40	70	1270195927
40	50	1270195927
113	46	1270195947
113	115	1270195947
113	70	1270195947
113	47	1270195947
113	30	1270195947
113	25	1270195947
113	98	1270195947
113	56	1270195947
113	50	1270195947
113	32	1270195947
113	58	1270195947
113	95	1270195947
113	77	1270195947
113	35	1270195947
113	107	1270195947
113	1	1270195947
113	87	1270195947
113	27	1270195947
113	119	1270195947
113	123	1270195947
113	43	1270195947
113	61	1270195947
113	93	1270195947
113	85	1270195947
113	53	1270195947
113	44	1270195947
113	124	1270195947
113	22	1270195947
113	59	1270195947
113	125	1270195947
113	102	1270195947
113	52	1270195947
113	81	1270195947
113	18	1270195947
113	39	1270195947
113	57	1270195947
113	69	1270195947
113	75	1270195947
113	126	1270195947
113	83	1270195947
113	15	1270195947
113	3	1270195947
113	104	1270195947
113	71	1270195947
113	96	1270195947
113	72	1270195947
113	42	1270195947
113	36	1270195947
113	37	1270195947
113	9	1270195947
113	103	1270195947
113	8	1270195947
113	128	1270195947
113	108	1270195947
113	24	1270195947
113	84	1270195947
113	110	1270195947
113	49	1270195947
113	41	1270195947
113	64	1270195947
113	14	1270195947
113	31	1270195947
113	40	1270195947
113	118	1270195947
113	129	1270195947
113	73	1270195947
113	100	1270195947
113	130	1270195947
113	109	1270195947
113	88	1270195947
113	76	1270195947
113	116	1270195947
113	38	1270195947
113	13	1270195947
113	28	1270195947
113	99	1270195947
113	55	1270195947
113	12	1270195947
113	74	1270195947
113	23	1270195947
113	10	1270195947
113	20	1270195947
113	26	1270195947
113	33	1270195947
113	7	1270195947
113	34	1270195947
113	82	1270195947
113	62	1270195947
113	149	1270195947
113	89	1270195947
113	5	1270195947
113	17	1270195947
113	106	1270195947
113	4	1270195947
113	51	1270195947
113	11	1270195947
113	151	1270195947
113	66	1270195947
113	29	1270195947
113	78	1270195947
113	48	1270195947
113	133	1270195947
113	45	1270195947
113	68	1270195947
113	79	1270195947
113	16	1270195947
113	63	1270195947
113	2	1270195947
113	120	1270195947
113	54	1270195947
113	65	1270195947
113	86	1270195947
113	67	1270195947
113	60	1270195947
113	6	1270195947
113	121	1270195947
113	91	1270195947
113	117	1270195947
113	80	1270195947
113	112	1270195947
113	21	1270195947
113	136	1270195947
113	19	1270195947
113	90	1270195947
113	105	1270195947
113	101	1270195947
113	122	1270195947
113	94	1270195947
113	93	1270195956
113	27	1270195956
113	85	1270195956
113	101	1270195956
113	68	1270195956
86	113	1270195956
68	113	1270195956
113	38	1270195956
113	1	1270195956
113	37	1270195956
69	113	1270195956
59	113	1270195956
32	25	1270196005
74	5	1270196168
47	23	1270196179
30	23	1270196247
50	84	1270196388
115	67	1270196453
63	23	1270196462
23	46	1270196829
72	15	1270196830
72	71	1270196830
72	73	1270196830
72	12	1270196830
72	5	1270196830
72	117	1270196830
72	74	1270196830
23	46	1270196871
74	9	1270196942
26	23	1270197054
15	12	1270197086
84	50	1270197151
19	1	1270197234
84	94	1270197271
37	38	1270197285
37	36	1270197285
46	23	1270197312
128	35	1270197358
84	69	1270197384
47	81	1270197390
47	27	1270197390
73	23	1270197409
128	20	1270197526
73	5	1270197560
128	3	1270197574
71	5	1270197600
1	19	1270197651
71	72	1270197772
32	30	1270197942
119	29	1270197953
128	23	1270198002
17	56	1270198159
17	15	1270198159
17	54	1270198159
20	23	1270198221
56	17	1270198236
56	72	1270198374
47	40	1270198452
40	75	1270198560
67	115	1270199011
67	115	1270199050
67	115	1270199059
4	23	1270199399
80	42	1270199856
81	39	1270200290
71	73	1270200528
39	81	1270200544
81	39	1270200704
81	39	1270200955
39	120	1270201004
39	81	1270201012
84	50	1270201046
39	81	1270201078
4	70	1270201397
4	84	1270201397
4	55	1270201397
4	18	1270201397
4	34	1270201397
84	4	1270201399
149	23	1270201538
84	13	1270201776
33	34	1270201949
80	64	1270202145
50	40	1270202215
50	70	1270202215
50	49	1270202215
32	26	1270202372
81	27	1270202607
81	66	1270202607
81	13	1270202607
81	62	1270202607
81	39	1270202607
81	15	1270202607
81	40	1270202607
81	8	1270202607
81	5	1270202607
81	3	1270202607
81	24	1270202607
13	81	1270202634
81	47	1270202636
24	81	1270202666
39	81	1270202704
84	50	1270202774
55	4	1270203210
24	26	1270203792
71	74	1270204467
84	19	1270204615
50	8	1270204888
8	81	1270204960
8	50	1270205010
83	9	1270205276
47	48	1270205443
33	83	1270205719
19	1	1270205880
6	106	1270205900
6	106	1270206016
1	19	1270206041
19	9	1270207352
19	67	1270207352
19	66	1270207352
19	17	1270207352
19	18	1270207352
19	7	1270207352
19	1	1270207352
19	38	1270207352
19	91	1270207352
19	90	1270207352
1	19	1270207378
120	39	1270208998
26	24	1270209569
96	121	1270209932
67	19	1270209989
4	13	1270210244
4	35	1270210244
4	3	1270210244
10	123	1270210405
123	10	1270210534
149	36	1270210671
8	80	1270210942
8	3	1270210942
80	8	1270211012
17	19	1270211180
50	47	1270211192
47	50	1270211315
13	8	1270211512
50	84	1270211617
84	50	1270211670
50	84	1270211953
50	84	1270211978
84	50	1270211994
47	48	1270212280
84	50	1270212487
103	23	1270215772
30	29	1270216080
30	47	1270216080
47	30	1270216080
5	11	1270216670
5	81	1270216720
5	23	1270216834
84	69	1270219290
1	38	1270245689
1	9	1270245851
1	13	1270245851
1	5	1270245851
1	6	1270245851
1	7	1270245851
1	2	1270245851
1	3	1270245851
1	8	1270245851
1	10	1270245851
1	11	1270245851
1	12	1270245851
1	65	1270245851
1	14	1270245851
1	15	1270245851
1	4	1270245851
1	16	1270245851
1	17	1270245851
1	6	1270245977
1	7	1270245977
1	2	1270245977
1	10	1270245977
1	11	1270245977
1	12	1270245977
1	13	1270245977
1	4	1270245977
1	16	1270245977
141	104	1270403197
141	104	1270471647
6	7	1270534171
6	1	1270534171
6	7	1270534429
6	1	1270534429
31	23	1270534642
31	11	1270534699
31	29	1270534796
54	17	1270534890
54	17	1270534904
54	17	1270534920
54	17	1270535077
13	66	1270535485
13	3	1270535485
13	8	1270535485
13	40	1270535485
11	5	1270535813
16	1	1270536047
49	50	1270536073
29	46	1270536268
29	30	1270536294
8	13	1270536321
27	4	1270536571
27	81	1270536631
27	47	1270536642
63	3	1270536824
1	16	1270536828
1	16	1270537243
70	50	1270537275
70	4	1270537287
34	23	1270537311
70	40	1270537313
103	23	1270537314
70	50	1270537324
70	23	1270537329
103	52	1270537344
103	105	1270537348
103	105	1270537352
34	4	1270537353
28	23	1270537385
34	33	1270537431
13	17	1270537572
13	4	1270537572
13	3	1270537572
12	31	1270537843
12	25	1270537843
12	96	1270537937
121	96	1270537958
31	12	1270537961
12	72	1270538089
12	71	1270538089
12	73	1270538089
75	50	1270538336
75	23	1270538358
73	12	1270538421
71	34	1270538497
26	42	1270539126
66	3	1270539507
66	3	1270539555
38	37	1270539555
38	36	1270539555
58	46	1270539885
66	3	1270539885
16	1	1270539900
66	13	1270539968
54	10	1270540088
54	15	1270540088
66	14	1270540124
66	19	1270540276
66	81	1270540465
66	32	1270540477
5	11	1270540484
66	24	1270540496
10	54	1270540505
42	63	1270540933
1	16	1270541510
29	83	1270541544
7	23	1270542042
7	19	1270542090
20	7	1270542243
20	3	1270542243
20	22	1270542243
7	20	1270542272
18	4	1270542282
63	42	1270542754
28	29	1270542842
18	57	1270543191
18	4	1270543205
18	57	1270543218
29	28	1270543289
37	38	1270543341
16	1	1270543454
33	22	1270543509
33	15	1270543854
75	40	1270544051
36	37	1270544154
38	37	1270544228
37	36	1270544336
32	66	1270544643
37	38	1270544645
38	37	1270544675
38	1	1270544825
32	83	1270544868
32	117	1270544868
32	5	1270544868
32	86	1270544868
32	47	1270544868
32	27	1270544868
47	32	1270544868
86	32	1270544868
32	30	1270544929
32	52	1270544929
52	32	1270544958
71	5	1270545342
79	43	1270545594
50	84	1270545902
50	75	1270545902
71	72	1270545948
71	15	1270545948
71	73	1270545948
71	5	1270545948
26	45	1270545961
86	32	1270545968
63	42	1270546181
86	69	1270546298
86	84	1270546298
86	117	1270546298
84	50	1270546425
86	94	1270546534
84	69	1270546595
69	84	1270546841
86	84	1270547057
86	69	1270547057
67	66	1270547248
86	69	1270547282
86	84	1270547282
67	66	1270547308
30	32	1270547600
75	50	1270548632
67	66	1270548869
68	48	1270548918
27	32	1270548923
68	48	1270549074
27	84	1270549761
84	27	1270549853
84	27	1270549924
25	12	1270550960
3	63	1270551133
18	75	1270551232
5	32	1270551378
6	106	1270551574
66	67	1270551799
40	6	1270551866
40	16	1270551866
40	121	1270551866
6	106	1270552107
33	22	1270552204
57	18	1270552292
57	18	1270552353
84	50	1270552357
20	22	1270552441
20	3	1270552441
32	66	1270552860
32	83	1270552928
32	3	1270552928
32	15	1270552928
32	5	1270552928
32	8	1270552928
32	26	1270552928
29	7	1270552959
7	29	1270552982
5	32	1270553266
67	66	1270553498
8	32	1270553634
84	69	1270553650
32	83	1270553961
6	40	1270554021
50	84	1270554274
84	50	1270554341
38	67	1270554750
72	15	1270554810
72	71	1270554810
72	73	1270554810
72	12	1270554810
72	5	1270554810
72	117	1270554810
72	74	1270554810
66	77	1270555295
77	66	1270555400
29	115	1270555662
29	85	1270555662
29	75	1270555662
29	80	1270555662
29	90	1270555662
29	119	1270555662
29	22	1270555662
29	52	1270555662
29	81	1270555662
29	98	1270555662
29	56	1270555662
29	39	1270555662
29	58	1270555662
29	83	1270555662
29	24	1270555662
29	77	1270555662
29	88	1270555662
29	28	1270555662
29	33	1270555662
29	7	1270555662
29	3	1270555662
29	48	1270555662
29	45	1270555662
29	21	1270555662
29	23	1270555662
29	10	1270555662
29	94	1270555662
29	93	1270555662
29	2	1270555662
52	29	1270555676
58	29	1270555679
23	29	1270555703
85	23	1270555705
7	29	1270555709
45	29	1270555731
24	29	1270555736
93	29	1270555759
56	29	1270555792
98	29	1270556041
33	29	1270556176
88	29	1270556195
86	69	1270556276
74	13	1270556564
13	74	1270556655
13	74	1270556688
71	72	1270556790
77	66	1270556928
77	29	1270556931
75	29	1270556941
84	69	1270557037
81	27	1270557041
27	81	1270557071
85	29	1270557118
77	29	1270557237
26	32	1270557429
66	90	1270557673
66	26	1270557905
66	45	1270557905
21	29	1270558206
84	40	1270558405
28	29	1270558793
84	50	1270558976
84	75	1270558976
90	66	1270559326
26	66	1270559507
40	84	1270559657
84	40	1270559706
117	58	1270559750
58	117	1270559817
84	40	1270559942
94	29	1270560018
40	84	1270560038
84	40	1270560059
84	40	1270560082
84	69	1270560318
84	50	1270560434
84	86	1270560456
74	13	1270560538
10	29	1270560759
69	84	1270561053
83	32	1270561137
45	66	1270561217
83	32	1270561301
70	53	1270561464
70	13	1270561464
13	70	1270561500
38	1	1270561725
1	38	1270561750
83	32	1270561785
26	45	1270561816
2	29	1270561840
50	75	1270561841
119	29	1270561877
83	29	1270561932
53	70	1270562178
45	66	1270562347
103	105	1270562383
66	45	1270562391
2	94	1270562448
38	37	1270562511
94	2	1270562580
2	94	1270562755
38	1	1270562826
94	2	1270562847
38	36	1270562855
1	38	1270563013
53	70	1270563016
53	4	1270563016
53	13	1270563016
39	29	1270563583
115	29	1270564119
38	14	1270564177
30	7	1270564541
30	32	1270564541
30	25	1270564541
37	38	1270564564
30	15	1270564611
30	54	1270564611
30	33	1270564611
75	50	1270564625
30	3	1270564674
30	8	1270564674
30	17	1270564674
30	3	1270564743
30	17	1270564743
30	20	1270564743
30	4	1270564743
7	30	1270564769
30	33	1270564805
30	15	1270564805
30	54	1270564805
30	5	1270564805
30	39	1270564840
30	4	1270564886
8	77	1270564924
8	30	1270564933
93	70	1270564945
93	70	1270564953
93	22	1270564959
93	98	1270564970
93	29	1270565001
93	23	1270565033
17	30	1270565077
17	30	1270565085
8	1	1270565370
32	30	1270565509
90	98	1270566934
86	69	1270567066
90	29	1270567791
90	47	1270568009
47	90	1270568009
1	4	1270587199
1	5	1270587199
1	6	1270587199
1	7	1270587199
1	2	1270587199
1	3	1270587199
1	8	1270587199
1	9	1270587199
1	10	1270587199
1	11	1270587199
1	12	1270587199
1	65	1270587199
1	13	1270587199
1	14	1270587199
1	15	1270587199
1	16	1270587199
1	17	1270587199
1	8	1270587209
25	30	1270617989
20	30	1270618583
13	53	1270619021
54	30	1270621216
54	30	1270621216
121	40	1270621620
33	30	1270621701
33	30	1270621705
25	26	1270622292
26	25	1270622353
13	66	1270623071
13	3	1270623071
13	8	1270623071
13	35	1270623071
13	40	1270623071
39	30	1270623110
39	29	1270623130
8	13	1270623210
93	4	1270623380
13	14	1270623397
13	14	1270623433
61	96	1270623530
14	13	1270624207
14	13	1270624220
5	30	1270624226
40	15	1270624276
40	61	1270624276
40	121	1270624276
61	40	1270624376
74	13	1270624466
74	4	1270624466
48	29	1270624688
14	13	1270624741
14	13	1270624781
15	81	1270624797
15	96	1270624928
15	54	1270625213
15	40	1270625273
13	14	1270626054
94	14	1270626215
94	65	1270626215
9	74	1270626416
13	3	1270626473
13	14	1270626559
13	14	1270626566
14	13	1270626626
9	14	1270626631
9	65	1270626631
9	17	1270626631
14	13	1270626671
13	74	1270626672
17	9	1270626678
14	9	1270626682
13	74	1270626703
13	14	1270626715
9	94	1270626734
9	74	1270626747
29	39	1270626780
9	19	1270626780
65	94	1270627078
65	9	1270627078
9	83	1270627115
65	94	1270627240
65	94	1270627273
65	13	1270627275
65	74	1270627284
65	74	1270627311
65	13	1270627313
66	13	1270627480
94	65	1270627523
74	59	1270627540
59	74	1270627619
33	7	1270627914
26	66	1270628399
26	15	1270628416
26	3	1270628433
15	56	1270628548
17	56	1270628836
17	15	1270628836
17	54	1270628836
54	17	1270628858
56	17	1270628970
56	88	1270628999
56	15	1270629027
70	53	1270629077
38	37	1270629166
101	86	1270629324
86	101	1270629492
74	13	1270629989
6	106	1270630116
86	37	1270630172
86	37	1270630218
83	33	1270630249
5	83	1270630270
5	15	1270630270
6	106	1270630271
42	80	1270630272
15	5	1270630335
83	5	1270630394
33	83	1270630511
37	86	1270630522
86	37	1270630610
86	19	1270630834
86	57	1270630834
86	18	1270630834
33	1	1270630967
33	7	1270630967
33	83	1270630967
33	15	1270630967
121	40	1270631268
76	81	1270631393
88	61	1270631561
88	96	1270631561
88	12	1270631561
88	15	1270631561
59	67	1270631613
88	56	1270631647
66	59	1270631650
20	7	1270631728
7	20	1270631759
54	27	1270631978
54	15	1270631978
27	54	1270632869
91	19	1270633070
35	4	1270633192
35	3	1270633204
35	3	1270633257
35	4	1270633264
35	13	1270633292
71	72	1270633319
71	15	1270633319
71	73	1270633319
71	5	1270633319
21	86	1270633620
86	21	1270633784
15	9	1270634244
15	66	1270634244
15	5	1270634244
59	56	1270634373
59	84	1270634373
59	68	1270634373
59	69	1270634373
59	85	1270634373
59	86	1270634373
59	89	1270634373
59	48	1270634373
59	76	1270634373
59	88	1270634373
59	47	1270634373
59	94	1270634373
59	2	1270634373
47	59	1270634374
9	15	1270634519
15	17	1270634563
15	54	1270634563
15	32	1270634637
11	5	1270634749
27	54	1270635068
76	19	1270635669
76	57	1270635669
90	19	1270635988
5	15	1270636234
90	48	1270636306
48	90	1270636527
5	11	1270636790
15	88	1270636814
88	15	1270636860
66	15	1270637096
30	45	1270637282
66	45	1270637367
45	66	1270637440
16	13	1270637466
76	94	1270637947
70	1	1270638151
70	84	1270638151
84	70	1270638170
1	70	1270638207
5	54	1270638372
15	32	1270638575
77	8	1270638805
80	66	1270639102
77	66	1270639630
45	30	1270639667
77	8	1270639684
75	50	1270639692
76	40	1270639887
76	70	1270639887
76	86	1270639966
84	27	1270640133
86	50	1270640491
68	85	1270640663
88	15	1270640894
68	85	1270640895
38	37	1270640962
23	24	1270640989
76	53	1270641401
115	90	1270641486
76	70	1270641500
15	32	1270641595
65	59	1270642001
65	9	1270642001
56	15	1270642022
56	39	1270642022
56	5	1270642022
9	65	1270642036
15	56	1270642069
5	56	1270642108
77	15	1270642209
77	7	1270642209
77	66	1270642209
66	80	1270642457
15	5	1270642605
15	83	1270642605
15	54	1270642605
10	88	1270642817
10	89	1270642817
10	75	1270642817
86	50	1270642871
86	52	1270642871
32	15	1270642965
15	30	1270643206
15	30	1270643401
72	59	1270643419
89	10	1270644169
34	18	1270644350
39	56	1270644354
15	54	1270644427
75	10	1270644450
39	120	1270644592
39	119	1270644592
38	90	1270645054
13	16	1270645085
54	27	1270645089
54	27	1270645141
54	5	1270645146
54	15	1270645147
54	15	1270645148
30	1	1270645221
1	30	1270645266
14	7	1270645284
13	7	1270645325
13	1	1270645325
7	13	1270645353
50	86	1270645598
86	50	1270645903
27	54	1270645905
26	32	1270646268
26	45	1270646295
7	14	1270646318
27	3	1270646375
27	26	1270646375
27	50	1270646375
27	32	1270646375
27	15	1270646375
27	54	1270646375
27	25	1270646375
85	68	1270646432
54	27	1270646454
27	84	1270646468
84	27	1270646501
59	2	1270646546
66	77	1270646677
68	85	1270646780
50	75	1270646964
15	27	1270647037
25	27	1270647126
18	34	1270647229
75	50	1270647347
13	106	1270647374
18	34	1270647397
25	31	1270647415
31	25	1270647421
34	18	1270647426
94	14	1270647895
94	65	1270647895
90	115	1270647965
88	10	1270648223
50	75	1270648287
90	68	1270648339
90	69	1270648339
75	50	1270648340
75	50	1270648395
69	86	1270648416
69	76	1270648416
69	84	1270648416
74	13	1270648419
69	90	1270648432
65	94	1270648437
105	23	1270648478
23	105	1270648528
74	59	1270648900
36	37	1270648910
59	74	1270648938
50	75	1270648969
1	13	1270648996
37	36	1270649005
75	50	1270649128
75	50	1270649137
80	67	1270649414
80	66	1270649414
32	9	1270649832
32	66	1270649832
84	50	1270649920
84	75	1270650004
32	27	1270650070
15	1	1270650403
15	7	1270650403
1	15	1270650434
83	15	1270650487
68	90	1270650541
7	15	1270650670
48	85	1270650790
80	59	1270650795
85	48	1270651009
38	37	1270651362
59	80	1270651369
59	67	1270651561
59	9	1270651561
59	14	1270651561
48	47	1270651653
48	47	1270651660
48	47	1270651667
37	38	1270651730
66	80	1270652013
90	68	1270652042
69	86	1270652299
5	15	1270652403
68	90	1270652677
9	67	1270653929
9	66	1270653929
54	5	1270653966
76	69	1270654217
9	66	1270654345
9	67	1270654345
85	68	1270655099
68	85	1270655111
84	50	1270655938
84	50	1270656207
5	54	1270657021
77	66	1270678972
13	74	1270705079
35	13	1270709053
35	30	1270709053
14	13	1270709205
13	3	1270709261
13	35	1270709299
13	14	1270709326
13	14	1270709712
14	13	1270709732
3	13	1270710434
23	29	1270710513
3	8	1270710663
3	13	1270710663
3	17	1270710663
3	66	1270710663
3	67	1270710663
3	40	1270710663
3	4	1270710663
3	68	1270710663
3	85	1270710663
3	69	1270710663
79	43	1270710879
81	50	1270711015
38	37	1270711044
149	38	1270711081
3	53	1270711329
3	51	1270711329
3	52	1270711329
3	50	1270711329
3	35	1270711329
35	3	1270711381
17	3	1270711922
3	63	1270712054
3	51	1270712054
59	2	1270712074
66	3	1270712078
66	9	1270712125
66	9	1270712188
29	23	1270712248
29	42	1270712347
8	3	1270712367
29	81	1270712378
29	43	1270712378
66	3	1270712525
29	120	1270712573
29	28	1270712598
3	66	1270712675
75	93	1270713012
75	101	1270713012
75	27	1270713012
27	75	1270713027
93	75	1270713034
3	8	1270713087
3	13	1270713087
3	51	1270713087
3	18	1270713087
3	50	1270713087
101	75	1270713158
42	29	1270713174
32	66	1270713177
64	80	1270713199
32	26	1270713283
66	32	1270713318
48	68	1270713613
16	13	1270713640
51	3	1270713862
29	22	1270713899
30	35	1270714016
53	3	1270714050
32	95	1270714111
43	42	1270714252
30	35	1270714258
30	13	1270714258
51	20	1270714270
35	30	1270714273
51	3	1270714285
43	64	1270714291
30	13	1270714345
30	35	1270714345
14	42	1270714433
51	3	1270714479
35	30	1270714542
32	15	1270714590
35	51	1270714642
43	23	1270714919
68	3	1270714924
15	7	1270714969
15	1	1270714969
43	29	1270714994
1	15	1270714997
43	98	1270715022
17	15	1270715179
17	56	1270715179
17	54	1270715179
68	48	1270715238
35	13	1270715393
35	3	1270715393
56	17	1270715395
56	88	1270715411
20	51	1270715436
88	56	1270715531
14	65	1270715689
13	35	1270715822
13	35	1270715829
13	30	1270715851
13	30	1270715854
13	3	1270715859
13	3	1270715875
8	3	1270715920
13	16	1270715934
13	1	1270716002
13	7	1270716002
18	3	1270716050
83	32	1270716068
32	83	1270716106
13	106	1270716246
15	17	1270716256
95	32	1270716293
18	55	1270716397
18	107	1270716397
18	108	1270716397
18	57	1270716397
18	99	1270716397
18	109	1270716397
18	110	1270716397
18	19	1270716397
64	43	1270716454
54	17	1270716563
45	32	1270716620
45	69	1270716651
69	45	1270716691
32	45	1270716693
45	64	1270716707
55	18	1270716726
45	117	1270716745
45	27	1270716793
24	26	1270716811
24	25	1270716811
24	32	1270716811
24	30	1270716811
45	50	1270716821
32	24	1270716836
45	115	1270716862
45	68	1270716900
45	53	1270716933
119	39	1270717161
19	18	1270717180
68	48	1270717186
68	47	1270717186
47	68	1270717186
68	45	1270717196
64	45	1270717229
69	84	1270717264
63	3	1270717329
42	14	1270717482
50	17	1270717548
50	48	1270717548
13	14	1270717602
50	45	1270717637
45	50	1270717667
40	124	1270717699
86	3	1270718138
86	69	1270718138
86	40	1270718138
86	66	1270718138
86	50	1270718138
14	42	1270718168
14	13	1270718179
42	14	1270718183
14	13	1270718187
7	22	1270718259
14	13	1270718438
13	14	1270718532
53	45	1270718533
13	14	1270718547
13	14	1270718549
14	13	1270718568
13	14	1270718583
86	19	1270718591
48	50	1270718618
14	13	1270718647
53	45	1270718669
14	13	1270718688
50	86	1270718833
50	3	1270718833
86	50	1270718892
7	22	1270718970
68	53	1270718985
68	48	1270718985
7	15	1270719082
53	68	1270719156
65	14	1270719191
13	14	1270719358
68	53	1270719372
76	69	1270719411
75	50	1270719415
13	14	1270719432
57	18	1270719438
14	13	1270719456
50	15	1270719488
14	13	1270719553
13	14	1270719581
13	14	1270719637
14	13	1270719645
14	13	1270719716
13	14	1270719722
13	14	1270719768
14	13	1270719825
3	50	1270719851
3	8	1270720006
27	45	1270720040
69	68	1270720047
3	35	1270720052
59	67	1270720125
71	15	1270720196
71	72	1270720196
71	73	1270720196
71	5	1270720196
15	50	1270720484
86	117	1270720530
86	69	1270720579
86	75	1270720579
86	84	1270720579
86	76	1270720579
